,sex,age_cat,race,priors_count,c_charge_degree,two_year_recid
4123,Female,25 - 45,0,5,F,1
4125,Female,25 - 45,1,0,M,0
4127,Female,25 - 45,0,6,F,0
4128,Female,Less than 25,1,0,M,0
4133,Male,25 - 45,1,9,F,1
4135,Male,25 - 45,1,9,F,1
4136,,Less than 25,0,0,F,1
4137,,25 - 45,1,9,F,1
4138,,25 - 45,0,9,F,1
4142,Male,25 - 45,0,3,F,1
4143,Male,Greater than 45,0,,M,1
4145,Male,Less than 25,0,3,M,1
4146,Female,Greater than 45,1,5,F,0
4147,Female,25 - 45,0,2,M,0
4148,Male,Greater than 45,1,0,F,1
4151,Male,Greater than 45,1,,F,0
4152,Male,25 - 45,1,2,M,1
4153,Male,Greater than 45,1,11,M,1
4155,Male,25 - 45,0,5,M,0
4157,Male,Less than 25,1,2,F,1
4160,Female,Greater than 45,0,8,F,1
4162,Male,Greater than 45,1,3,F,1
4163,Male,25 - 45,0,0,F,0
4167,Male,25 - 45,1,6,M,1
4168,Male,25 - 45,1,10,F,1
4169,Male,25 - 45,0,2,F,0
4170,Male,25 - 45,1,12,F,1
4171,Male,25 - 45,1,4,F,1
4172,Male,25 - 45,1,7,M,1
4174,Male,Greater than 45,1,2,F,0
4175,Male,25 - 45,0,2,F,1
4176,Male,25 - 45,1,16,F,1
4177,Male,Less than 25,0,1,F,0
4180,Male,25 - 45,1,2,F,0
4181,Male,Greater than 45,0,0,M,1
4185,Female,25 - 45,0,6,F,1
4186,Male,Greater than 45,1,,F,0
4187,Male,Less than 25,1,2,M,1
4188,Male,Greater than 45,1,12,F,1
4189,Male,Less than 25,1,1,M,1
4190,Male,Greater than 45,1,1,F,0
4191,Male,Greater than 45,0,1,M,0
4192,,Greater than 45,0,6,F,0
4193,Female,25 - 45,0,0,M,0
4194,Male,25 - 45,0,,F,0
4195,Male,25 - 45,1,0,F,1
4196,Male,Greater than 45,0,1,F,0
4198,Male,Greater than 45,0,4,F,0
4200,Male,25 - 45,1,0,F,1
4204,Male,Greater than 45,1,0,M,0
4205,Male,Less than 25,1,9,M,1
4208,Female,25 - 45,1,2,F,0
4210,Male,25 - 45,1,4,M,0
4211,Female,25 - 45,0,22,M,1
4214,Female,25 - 45,0,3,F,0
4215,Female,25 - 45,0,1,F,1
4218,Male,25 - 45,1,5,F,1
4219,Male,25 - 45,1,,F,0
4221,Male,25 - 45,0,5,F,0
4222,Male,25 - 45,0,,M,1
4223,Male,Less than 25,1,0,F,0
4224,Male,25 - 45,0,,M,1
4225,Male,Greater than 45,1,11,M,1
4226,Male,25 - 45,1,1,F,0
4227,Male,25 - 45,1,12,F,1
4230,Male,Greater than 45,1,15,M,1
4233,Male,Greater than 45,0,0,M,0
4237,Female,Less than 25,1,0,F,1
4238,Male,Greater than 45,0,28,F,1
4239,Male,25 - 45,1,7,F,1
4240,Male,25 - 45,1,,M,0
4241,Male,Greater than 45,0,4,F,1
4243,Male,25 - 45,1,16,F,1
4244,,Less than 25,1,0,M,0
4246,Male,Greater than 45,0,13,F,0
4247,Female,Greater than 45,0,0,F,0
4248,Male,Greater than 45,1,0,F,0
4249,Female,25 - 45,1,0,M,0
4250,Female,Greater than 45,0,0,M,0
4252,Male,Less than 25,1,0,F,1
4253,Female,25 - 45,0,0,M,1
4254,Male,25 - 45,0,1,M,0
4256,Male,Less than 25,0,0,F,0
4257,Male,25 - 45,1,7,M,1
4258,Female,25 - 45,0,3,F,0
4259,,Less than 25,0,0,F,0
4261,Male,25 - 45,1,8,M,1
4263,,25 - 45,1,8,F,1
4264,Male,25 - 45,0,5,F,0
4265,Male,25 - 45,1,0,M,1
4266,Female,25 - 45,1,5,F,0
4268,Male,25 - 45,0,1,F,0
4270,Male,25 - 45,0,2,F,0
4272,Female,25 - 45,1,1,F,0
4273,Female,25 - 45,0,11,F,1
4274,Male,Less than 25,1,3,F,1
4275,,25 - 45,0,0,F,0
4276,Male,Greater than 45,0,1,F,1
4278,Female,Less than 25,1,0,M,0
4279,Male,25 - 45,1,6,F,1
4281,,Less than 25,1,1,M,1
4283,Female,25 - 45,1,5,F,0
4284,Male,Less than 25,0,1,F,1
4285,Male,Greater than 45,0,3,M,0
4286,Male,25 - 45,0,4,F,1
4287,Male,25 - 45,0,0,M,0
4289,Male,Less than 25,0,5,M,1
4292,Male,Less than 25,1,1,F,1
4295,Male,25 - 45,0,1,M,0
4296,Female,Greater than 45,0,8,M,1
4297,Male,Less than 25,1,2,M,0
4298,Female,25 - 45,1,0,F,0
4300,Male,Greater than 45,0,1,F,1
4301,Female,Greater than 45,1,6,F,0
4302,Male,25 - 45,0,4,M,1
4303,Male,25 - 45,0,,F,0
4305,Male,Greater than 45,0,2,F,0
4306,Male,Greater than 45,1,12,F,1
4307,Male,25 - 45,0,,F,0
4309,Female,25 - 45,1,2,F,1
4311,Male,25 - 45,0,1,F,0
4312,Male,Greater than 45,0,3,F,0
4313,Male,Greater than 45,0,,M,0
4315,Male,25 - 45,0,1,F,0
4316,Male,25 - 45,1,3,F,1
4317,Female,Greater than 45,0,6,F,1
4318,Male,Less than 25,1,1,F,1
4319,Male,Less than 25,1,0,F,0
4320,Female,25 - 45,1,1,F,1
4321,Female,Greater than 45,1,0,F,0
4322,Female,Greater than 45,0,0,M,0
4323,Male,Greater than 45,1,0,M,0
4324,Male,Less than 25,1,0,M,0
4325,Male,25 - 45,1,0,F,0
4326,Male,Greater than 45,1,0,F,1
4327,Male,25 - 45,1,10,F,1
4329,Male,Greater than 45,1,1,F,0
4330,Male,25 - 45,0,1,F,1
4331,Male,Less than 25,1,15,F,1
4332,Male,25 - 45,1,2,F,1
4333,Female,Less than 25,1,0,F,0
4335,Male,25 - 45,0,5,F,1
4336,Male,Greater than 45,1,0,F,0
4337,Male,25 - 45,1,2,F,0
4338,Male,Less than 25,0,1,M,0
4340,Male,25 - 45,0,1,M,1
4343,Male,25 - 45,1,,F,0
4345,Female,25 - 45,0,,M,1
4347,Male,25 - 45,0,3,F,0
4348,Male,25 - 45,1,21,M,1
4349,Male,Less than 25,0,0,M,0
4350,Female,25 - 45,0,0,M,0
4351,Male,Less than 25,1,1,F,1
4353,Male,Less than 25,1,2,F,1
4354,Male,25 - 45,0,2,F,0
4355,Female,25 - 45,1,3,F,0
4357,Male,25 - 45,0,3,M,1
4358,Male,Less than 25,1,0,M,1
4360,Male,25 - 45,1,4,F,1
4361,Female,25 - 45,0,4,F,0
4362,Male,Less than 25,1,1,F,1
4364,Female,25 - 45,1,15,F,1
4365,Male,25 - 45,1,0,F,1
4366,Male,Less than 25,1,0,F,0
4367,Male,25 - 45,0,2,F,1
4368,Male,Less than 25,0,0,F,0
4369,Male,25 - 45,1,0,F,0
4373,Male,25 - 45,1,0,M,1
4374,Male,25 - 45,1,35,F,0
4375,Male,25 - 45,0,2,M,1
4376,Female,Less than 25,0,0,F,1
4377,Male,Less than 25,1,1,F,1
4379,Male,25 - 45,1,3,M,1
4380,Female,Less than 25,1,3,M,1
4382,Male,25 - 45,0,,F,1
4383,Male,25 - 45,0,10,F,1
4384,Male,25 - 45,0,0,F,0
4385,Male,Greater than 45,0,1,M,0
4387,Female,25 - 45,0,7,F,0
4388,Male,25 - 45,0,0,F,0
4389,Male,25 - 45,0,0,M,0
4391,Male,Less than 25,1,0,F,0
4392,Male,25 - 45,0,0,M,0
4393,Male,25 - 45,1,12,F,1
4394,Female,25 - 45,0,4,M,0
4396,Female,25 - 45,1,0,M,0
4397,Male,25 - 45,1,4,F,0
4398,Male,25 - 45,0,1,F,0
4399,Female,25 - 45,0,0,M,0
4401,Male,25 - 45,1,2,F,0
4402,Female,25 - 45,0,1,M,0
4404,Female,25 - 45,1,0,M,0
4405,Female,25 - 45,0,1,F,0
4406,Male,25 - 45,1,2,F,1
4407,Female,25 - 45,1,0,M,0
4408,Male,25 - 45,0,3,M,0
4411,Female,25 - 45,1,0,M,0
4412,Female,25 - 45,0,0,M,0
4413,Male,Less than 25,0,1,F,1
4419,Male,Less than 25,1,,M,0
4420,Male,25 - 45,1,3,M,1
4423,Female,Less than 25,0,0,M,0
4424,,25 - 45,0,2,F,1
4426,Female,Less than 25,1,0,M,1
4427,Male,25 - 45,0,0,F,1
4428,Female,25 - 45,0,0,M,1
4429,Male,25 - 45,1,12,F,1
4431,Male,Less than 25,0,0,M,1
4432,Female,25 - 45,0,0,M,0
4434,Male,25 - 45,1,8,F,1
4435,Female,25 - 45,0,0,F,0
4437,Female,25 - 45,0,0,M,0
4439,Male,25 - 45,1,9,F,1
4440,Male,Greater than 45,0,0,F,0
4442,Female,25 - 45,1,1,F,0
4443,Male,Greater than 45,0,1,M,0
4448,Male,Greater than 45,1,12,F,0
4449,Male,Greater than 45,1,3,F,0
4450,Female,25 - 45,0,2,M,0
4451,Male,25 - 45,0,13,F,1
4453,,Less than 25,0,3,F,0
4454,Male,Less than 25,1,0,F,0
4455,Male,25 - 45,0,,F,0
4456,Female,25 - 45,0,1,M,0
4457,,Greater than 45,1,5,F,1
4458,Male,25 - 45,0,2,F,1
4459,,Less than 25,1,0,F,1
4460,Male,25 - 45,1,6,F,1
4464,Male,Less than 25,1,3,F,1
4465,Male,Less than 25,0,,F,0
4467,Male,Less than 25,1,2,F,0
4468,Female,25 - 45,1,,M,0
4469,Female,Greater than 45,0,0,M,1
4471,Male,25 - 45,1,1,F,0
4473,Male,Greater than 45,1,22,F,1
4474,,25 - 45,1,0,F,1
4475,Male,25 - 45,0,2,F,0
4476,,Greater than 45,1,0,M,0
4477,Female,Less than 25,0,3,F,1
4478,Female,25 - 45,0,9,M,1
4480,Male,Less than 25,0,0,F,1
4481,Male,Greater than 45,0,3,M,1
4482,Female,25 - 45,0,2,F,1
4483,Male,25 - 45,1,8,F,1
4484,Male,Less than 25,1,0,M,1
4485,Female,25 - 45,1,4,F,0
4486,Male,25 - 45,0,0,F,1
4487,Male,25 - 45,0,7,F,1
4489,Male,25 - 45,0,1,F,1
4490,Female,25 - 45,1,0,M,0
4491,Male,Greater than 45,0,3,M,0
4492,Male,Less than 25,0,0,F,1
4495,Male,25 - 45,1,0,F,0
4496,Male,25 - 45,1,6,M,1
4497,Female,Less than 25,1,1,M,0
4498,Male,25 - 45,0,11,F,0
4499,,Greater than 45,1,2,F,0
4500,Male,Less than 25,0,0,F,0
4501,Female,25 - 45,1,2,F,0
4502,Male,Greater than 45,0,1,F,1
4505,,Greater than 45,0,1,M,0
4506,Male,25 - 45,0,0,F,0
4508,Male,Greater than 45,1,17,F,1
4509,Female,25 - 45,1,0,M,0
4510,Male,25 - 45,0,,M,1
4511,Male,Less than 25,1,1,F,1
4512,Male,25 - 45,1,0,F,0
4513,Male,25 - 45,1,,M,0
4515,Male,Greater than 45,1,4,F,0
4516,Male,25 - 45,0,0,M,0
4517,Male,25 - 45,1,1,F,1
4518,Female,Less than 25,1,0,F,0
4519,Female,Less than 25,1,1,F,0
4522,Male,25 - 45,1,18,F,1
4525,Male,25 - 45,1,9,F,1
4526,Male,Less than 25,1,,F,0
4527,Female,25 - 45,1,0,F,1
4528,Male,25 - 45,1,10,M,0
4530,Male,25 - 45,1,0,F,0
4532,,25 - 45,0,1,F,1
4534,Male,25 - 45,0,0,F,0
4535,Male,25 - 45,1,0,M,0
4536,Male,Less than 25,0,3,F,1
4538,,Less than 25,0,1,F,1
4539,Male,Less than 25,1,1,F,1
4540,Female,25 - 45,0,0,F,0
4541,Male,Greater than 45,0,2,F,0
4542,Female,Greater than 45,1,1,F,1
4543,Female,Less than 25,1,4,F,1
4544,Female,25 - 45,0,0,M,0
4546,Female,25 - 45,1,4,F,1
4548,Male,25 - 45,0,1,M,1
4549,Male,Greater than 45,0,3,F,0
4550,Male,Less than 25,1,0,F,0
4551,Male,Less than 25,1,2,F,1
4552,,25 - 45,1,3,F,1
4554,Female,25 - 45,1,0,F,0
4555,Male,25 - 45,1,0,M,1
4556,Female,Greater than 45,0,2,F,0
4558,Male,Less than 25,0,,M,0
4559,,25 - 45,1,10,F,1
4560,Male,25 - 45,1,5,F,1
4561,Male,Less than 25,1,4,F,1
4562,Male,25 - 45,0,,M,0
4564,Male,25 - 45,0,1,M,0
4565,Female,25 - 45,1,13,F,1
4566,Male,25 - 45,0,0,F,1
4568,Male,Greater than 45,1,4,M,0
4571,Male,25 - 45,0,,F,1
4573,Male,25 - 45,1,2,F,1
4575,Male,25 - 45,1,2,M,1
4577,Male,Less than 25,1,0,F,0
4579,Male,Less than 25,0,2,F,0
4581,Female,25 - 45,0,2,F,1
4583,Male,Greater than 45,1,12,M,1
4584,Male,Less than 25,1,1,F,1
4588,Male,Less than 25,0,0,F,0
4589,Male,25 - 45,0,0,F,1
4590,Male,25 - 45,1,0,M,1
4591,Male,25 - 45,0,2,F,0
4592,Male,25 - 45,0,2,F,0
4593,Female,25 - 45,1,0,M,1
4594,Male,25 - 45,1,7,F,0
4596,Male,25 - 45,0,5,F,1
4599,Female,Greater than 45,0,1,M,0
4600,Male,Less than 25,1,2,F,0
4601,Male,25 - 45,0,2,F,1
4604,Female,25 - 45,0,3,F,1
4605,Male,Less than 25,0,0,F,0
4606,Male,Less than 25,1,0,F,1
4608,Male,25 - 45,1,0,F,0
4610,Male,25 - 45,0,7,F,1
4614,Male,Greater than 45,1,1,F,0
4615,Male,Greater than 45,0,3,F,0
4617,Male,Greater than 45,0,0,M,0
4618,Male,25 - 45,0,2,F,0
4620,Female,25 - 45,1,9,F,0
4621,Male,Less than 25,0,0,M,1
4624,Male,Less than 25,0,2,F,1
4625,Male,25 - 45,0,2,F,0
4627,Male,25 - 45,1,4,M,1
4628,Female,Less than 25,0,,M,1
4629,Female,25 - 45,0,0,M,1
4630,Male,25 - 45,1,8,F,1
4632,,25 - 45,0,3,F,0
4633,Female,Greater than 45,0,0,M,0
4635,Female,Less than 25,0,0,F,0
4636,Male,Greater than 45,1,13,M,1
4638,Male,25 - 45,0,,F,0
4639,Male,Less than 25,1,1,F,0
4641,Male,25 - 45,1,8,F,0
4642,Male,Less than 25,1,3,F,1
4644,Male,25 - 45,1,11,M,1
4645,Female,Less than 25,0,0,F,0
4647,Male,Greater than 45,0,4,M,1
4648,,25 - 45,1,15,F,1
4649,Male,25 - 45,1,10,F,1
4651,Male,Greater than 45,0,0,F,0
4652,Male,25 - 45,0,,F,0
4653,Male,Greater than 45,0,3,M,1
4654,Male,Greater than 45,1,10,M,1
4657,Male,Greater than 45,0,0,F,0
4658,Male,Less than 25,1,3,M,0
4659,Male,Greater than 45,0,2,F,1
4661,Male,25 - 45,1,0,M,1
4662,Male,25 - 45,0,4,M,1
4663,Female,25 - 45,1,5,F,0
4664,Female,Greater than 45,0,0,M,0
4666,Male,25 - 45,0,4,F,1
4667,Male,25 - 45,1,,F,1
4668,Male,Greater than 45,0,3,F,0
4669,Male,25 - 45,1,3,F,1
4670,Female,25 - 45,1,0,F,0
4671,Female,25 - 45,1,0,M,1
4672,Male,25 - 45,0,1,F,0
4675,Male,25 - 45,1,3,M,0
4676,Male,25 - 45,1,1,F,1
4678,Male,Less than 25,0,1,F,0
4679,Female,Less than 25,1,0,M,1
4681,Male,Less than 25,1,0,M,0
4682,Male,Greater than 45,0,1,M,0
4685,Male,25 - 45,0,2,F,1
4687,Male,Less than 25,1,5,F,1
4688,Male,Greater than 45,1,3,F,1
4689,Male,25 - 45,1,6,M,1
4690,Male,Greater than 45,0,,F,0
4691,Female,25 - 45,1,1,F,0
4693,Male,Less than 25,0,,F,0
4694,Male,25 - 45,0,2,F,0
4696,Female,Less than 25,1,3,F,0
4697,Male,25 - 45,0,1,F,0
4701,Male,25 - 45,1,14,F,0
4702,Male,25 - 45,1,2,F,1
4704,Female,25 - 45,0,1,F,0
4706,Male,25 - 45,1,1,M,0
4707,Male,Less than 25,0,0,M,1
4710,Male,25 - 45,1,3,M,1
4711,Male,Greater than 45,1,,F,0
4712,Male,25 - 45,0,0,F,0
4713,Male,Less than 25,1,1,F,1
4718,Male,25 - 45,0,,M,0
4719,Male,25 - 45,0,0,F,1
4721,Male,25 - 45,1,1,F,0
4723,Female,25 - 45,1,7,M,1
4725,Male,25 - 45,0,7,F,0
4726,,25 - 45,1,0,M,0
4728,Female,25 - 45,0,5,F,1
4729,Male,Greater than 45,1,3,F,0
4730,Male,Less than 25,1,1,F,1
4731,Male,25 - 45,1,7,F,1
4732,Male,25 - 45,0,6,F,1
4733,Male,Greater than 45,0,,F,0
4734,Male,25 - 45,0,4,F,1
4735,Male,25 - 45,1,3,M,0
4736,Male,25 - 45,1,12,F,1
4738,Male,Less than 25,0,1,F,0
4740,Male,25 - 45,0,3,M,0
4741,Female,Greater than 45,0,0,M,0
4743,Male,25 - 45,1,4,M,0
4745,Female,Less than 25,1,0,M,0
4746,,25 - 45,1,2,M,1
4747,Male,25 - 45,1,5,M,1
4748,,Less than 25,0,2,F,0
4750,Female,25 - 45,1,1,F,0
4751,Male,Greater than 45,1,9,F,0
4752,Female,25 - 45,1,3,F,1
4753,Male,25 - 45,1,7,M,1
4754,Male,Less than 25,0,0,F,1
4756,Male,Less than 25,0,1,F,1
4758,Male,25 - 45,0,5,M,0
4760,Male,Greater than 45,0,3,F,0
4761,Female,25 - 45,0,5,M,1
4762,Male,Greater than 45,1,13,M,0
4763,,Less than 25,0,0,F,0
4764,Male,25 - 45,1,29,F,0
4765,,Greater than 45,0,0,M,0
4766,Female,Greater than 45,0,0,M,0
4767,Male,Greater than 45,1,16,F,0
4768,Female,25 - 45,0,0,M,0
4769,Male,Greater than 45,0,4,M,0
4772,,25 - 45,1,,M,1
4773,Male,25 - 45,0,0,M,0
4775,Male,25 - 45,0,2,F,0
4776,Male,Less than 25,1,3,F,1
4777,Male,25 - 45,0,2,F,0
4778,Male,25 - 45,1,3,F,1
4779,Male,25 - 45,1,20,F,1
4780,Male,25 - 45,1,2,F,0
4785,,25 - 45,1,1,F,0
4786,Male,25 - 45,1,9,F,1
4787,Male,Less than 25,0,1,F,0
4788,Male,25 - 45,1,2,F,1
4789,Male,25 - 45,1,24,F,1
4790,Male,25 - 45,0,0,F,0
4792,Male,Greater than 45,0,3,F,1
4793,Male,25 - 45,0,5,F,0
4795,Male,25 - 45,0,6,F,1
4796,Male,Less than 25,1,2,M,1
4799,Male,25 - 45,1,3,F,0
4800,Male,25 - 45,0,2,M,1
4801,Male,Less than 25,0,3,F,1
4802,Male,25 - 45,1,0,F,0
4805,Male,25 - 45,0,,F,0
4806,Male,Less than 25,1,,F,0
4807,Male,25 - 45,1,0,M,0
4809,Female,25 - 45,1,3,F,1
4810,Female,25 - 45,0,0,F,1
4812,Male,25 - 45,1,24,F,1
4815,Male,Less than 25,1,4,F,1
4817,Female,25 - 45,0,0,F,1
4818,Male,25 - 45,1,0,M,1
4819,Male,25 - 45,0,0,F,1
4820,Male,25 - 45,0,0,F,0
4821,Male,25 - 45,1,2,F,1
4826,Female,Greater than 45,0,4,M,0
4827,Female,25 - 45,0,2,M,0
4830,Male,Less than 25,0,1,F,0
4831,Female,Less than 25,0,2,F,0
4833,Female,Less than 25,1,11,M,1
4834,Male,25 - 45,0,,F,0
4835,Female,25 - 45,1,1,M,0
4836,Male,25 - 45,1,4,F,1
4838,Male,25 - 45,1,15,F,1
4840,Male,25 - 45,1,3,M,1
4842,Male,25 - 45,1,5,F,1
4843,Male,Less than 25,0,2,F,1
4844,Male,Less than 25,1,1,F,0
4845,Male,Greater than 45,0,1,F,1
4846,Male,Less than 25,1,2,F,1
4847,Male,25 - 45,0,12,F,0
4849,Male,Less than 25,1,0,F,1
4852,Male,25 - 45,0,1,F,0
4853,,25 - 45,1,17,F,1
4856,Female,25 - 45,1,2,M,0
4857,Male,25 - 45,0,4,M,1
4859,Female,Less than 25,0,9,M,1
4860,Male,Less than 25,1,1,F,1
4861,,25 - 45,1,3,F,1
4862,Male,Greater than 45,0,1,F,0
4863,Male,25 - 45,1,5,M,0
4864,Male,25 - 45,0,0,F,1
4865,Male,Less than 25,1,3,F,1
4867,Female,Greater than 45,0,0,F,0
4869,Male,25 - 45,0,0,F,1
4870,Male,25 - 45,0,0,M,0
4873,Male,25 - 45,1,0,F,0
4874,Male,Less than 25,1,,F,0
4875,Male,25 - 45,1,5,F,0
4876,Male,25 - 45,1,8,M,0
4877,Male,Less than 25,0,0,M,1
4878,Male,25 - 45,0,2,F,0
4879,,Less than 25,1,1,F,0
4880,Female,25 - 45,1,0,F,0
4881,Female,25 - 45,0,20,F,1
4886,Female,25 - 45,1,1,M,0
4889,Male,Greater than 45,0,0,F,0
4891,Female,25 - 45,1,0,F,0
4892,Male,25 - 45,1,13,F,1
4893,Male,25 - 45,1,13,M,1
4894,Male,Greater than 45,0,1,M,0
4896,Male,Less than 25,1,0,F,0
4897,Male,25 - 45,1,5,F,1
4898,Male,25 - 45,1,10,F,1
4900,,Greater than 45,0,3,M,1
4901,Male,Less than 25,1,2,F,1
4902,,Less than 25,0,,F,0
4903,Male,25 - 45,0,0,M,0
4905,Male,25 - 45,0,2,F,1
4906,Male,25 - 45,1,4,F,1
4907,,Greater than 45,0,0,M,0
4908,,Greater than 45,0,1,M,0
4910,Male,Less than 25,1,1,F,0
4911,Male,25 - 45,1,,F,1
4912,Male,Less than 25,0,0,F,0
4913,,25 - 45,0,2,F,0
4914,Male,Less than 25,0,0,F,1
4915,Male,25 - 45,1,,M,1
4916,Female,25 - 45,1,8,F,1
4918,Male,25 - 45,0,1,F,0
4919,Male,Less than 25,1,0,F,1
4920,Female,25 - 45,1,1,M,0
4921,Female,Less than 25,1,0,F,1
4922,Male,Greater than 45,0,4,M,0
4923,Male,Less than 25,0,0,F,0
4924,Male,Less than 25,1,0,F,1
4925,Male,25 - 45,0,1,M,0
4927,Male,25 - 45,0,11,F,1
4928,Male,25 - 45,1,1,F,0
4930,Male,25 - 45,1,0,F,0
4931,Male,Less than 25,1,0,F,1
4932,Male,Less than 25,1,1,F,1
4933,Male,25 - 45,0,3,F,0
4934,Male,Less than 25,1,1,F,1
4935,Male,25 - 45,1,0,M,1
4936,,25 - 45,1,0,M,0
4938,Female,Less than 25,0,0,M,0
4940,Male,25 - 45,1,1,F,1
4942,Male,25 - 45,0,2,F,0
4943,Male,Less than 25,0,0,M,1
4944,Female,25 - 45,1,,M,0
4946,Male,25 - 45,0,1,F,1
4947,Male,25 - 45,1,1,F,1
4948,Male,25 - 45,0,1,F,0
4950,Female,Greater than 45,1,1,F,0
4951,Male,25 - 45,1,6,F,1
4952,Male,Greater than 45,0,5,M,0
4953,Female,Greater than 45,1,11,F,1
4955,,Less than 25,0,3,F,0
4956,Male,Less than 25,0,,M,0
4957,Female,Greater than 45,0,0,F,0
4958,Male,25 - 45,1,0,F,0
4959,Male,Less than 25,1,,M,1
4962,,Greater than 45,0,0,M,0
4963,Male,Less than 25,0,0,M,0
4964,Male,25 - 45,0,8,F,0
4965,Male,25 - 45,0,,F,1
4966,Male,25 - 45,0,10,F,0
4967,Male,25 - 45,1,1,F,0
4968,Female,25 - 45,0,1,M,0
4969,Male,25 - 45,0,3,F,0
4970,Female,25 - 45,1,3,M,0
4971,,Less than 25,1,3,M,0
4972,,25 - 45,1,0,F,0
4974,Male,Greater than 45,0,9,M,1
4976,Female,Greater than 45,0,,M,0
4977,Male,25 - 45,1,1,F,1
4980,,Greater than 45,0,2,F,1
4981,Male,25 - 45,1,0,M,1
4984,Male,25 - 45,1,6,M,1
4986,Male,25 - 45,1,2,F,1
4990,Male,25 - 45,1,6,F,0
4992,Male,25 - 45,1,11,F,1
4994,Male,Greater than 45,0,0,M,0
4995,Male,Greater than 45,1,1,M,1
4996,Male,25 - 45,0,11,M,1
4997,Female,Less than 25,1,1,F,0
4998,Male,Greater than 45,0,26,F,1
4999,Male,Greater than 45,0,2,M,1
5001,Male,25 - 45,1,0,F,0
5005,Male,25 - 45,0,16,F,1
5007,,Less than 25,0,0,F,1
5008,Male,25 - 45,1,0,F,0
5009,Male,Greater than 45,0,0,M,0
5013,Male,25 - 45,1,0,F,0
5014,Male,25 - 45,0,1,F,1
5015,Male,Greater than 45,1,18,F,0
5016,Male,Less than 25,1,4,F,0
5018,Male,Greater than 45,1,2,F,0
5019,Male,Less than 25,1,0,M,0
5020,Male,Greater than 45,1,3,F,1
5021,Male,25 - 45,0,1,F,1
5023,Male,25 - 45,1,8,F,1
5024,Male,Less than 25,1,7,F,1
5025,Male,25 - 45,1,1,F,0
5029,Male,25 - 45,0,1,F,0
5030,Male,Less than 25,1,0,F,0
5031,Female,Greater than 45,0,28,F,1
5032,Female,Greater than 45,0,0,F,0
5033,Male,25 - 45,0,1,M,0
5035,Male,25 - 45,1,0,M,0
5036,Male,25 - 45,1,4,F,1
5038,Male,Greater than 45,1,1,F,0
5039,Male,Less than 25,1,0,M,1
5040,Male,Less than 25,0,0,F,1
5041,Male,25 - 45,0,3,M,1
5042,Female,25 - 45,0,0,M,0
5043,Male,25 - 45,1,7,F,1
5044,Male,Greater than 45,0,2,M,1
5045,Male,Greater than 45,0,2,F,0
5047,Female,25 - 45,1,1,F,0
5048,Female,Less than 25,1,2,F,1
5051,Male,25 - 45,1,0,F,0
5053,Male,Greater than 45,0,,F,1
5054,Male,Greater than 45,0,2,M,0
5055,Male,Less than 25,1,2,F,1
5056,Male,Greater than 45,1,0,M,0
5057,Male,25 - 45,1,0,M,0
5060,Male,25 - 45,1,6,F,1
5061,Male,25 - 45,1,2,F,1
5062,Male,25 - 45,1,0,F,0
5063,Female,Greater than 45,0,,F,0
5066,Male,Less than 25,0,,F,1
5071,Male,Greater than 45,1,0,M,1
5072,Female,Less than 25,1,0,F,1
5073,Female,Less than 25,1,3,F,1
5076,Male,Greater than 45,0,,M,0
5079,Male,25 - 45,0,2,M,1
5082,Male,25 - 45,1,0,F,1
5083,Female,Greater than 45,0,1,M,0
5084,Male,25 - 45,1,2,F,0
5085,Male,Less than 25,0,0,F,0
5086,Male,25 - 45,0,2,F,0
5088,Male,Less than 25,1,0,F,1
5090,Male,Greater than 45,0,8,M,1
5091,Male,25 - 45,0,1,F,0
5093,Male,25 - 45,0,5,F,1
5095,Male,25 - 45,0,2,M,1
5099,Male,Less than 25,1,0,F,1
5100,Female,Less than 25,1,,F,1
5101,Male,25 - 45,0,1,M,1
5102,Male,Greater than 45,1,7,F,0
5104,Female,25 - 45,0,9,F,1
5105,Male,Greater than 45,0,1,M,0
5106,Male,25 - 45,1,12,F,0
5108,Female,25 - 45,0,6,M,1
5109,,25 - 45,1,2,F,0
5111,Male,Less than 25,1,1,F,1
5112,Male,25 - 45,1,19,F,1
5113,Male,25 - 45,1,2,F,0
5114,Male,25 - 45,1,7,F,1
5116,Male,Less than 25,1,1,M,1
5119,Female,Less than 25,0,1,M,0
5121,Male,Greater than 45,0,6,M,1
5122,Male,25 - 45,1,11,M,1
5123,Female,Greater than 45,1,2,F,0
5125,Male,25 - 45,1,3,F,1
5126,Male,25 - 45,0,3,M,0
5127,Male,25 - 45,0,13,F,1
5128,Male,25 - 45,1,2,F,1
5129,Female,Greater than 45,0,0,F,1
5130,Male,25 - 45,0,1,M,0
5132,Male,25 - 45,1,7,F,0
5133,Female,25 - 45,0,4,M,1
5135,Male,25 - 45,0,1,F,0
5137,Male,25 - 45,1,,M,1
5138,Male,25 - 45,0,1,F,0
5139,Female,Greater than 45,0,0,F,1
5142,Male,25 - 45,1,8,M,1
5143,Male,25 - 45,1,,F,0
5144,Male,25 - 45,1,11,M,1
5145,Male,Greater than 45,0,1,F,0
5147,Male,Less than 25,0,1,F,0
5148,Male,Greater than 45,1,4,F,0
5149,Male,25 - 45,0,,M,0
5151,Male,25 - 45,0,0,M,0
5152,Female,Less than 25,0,0,F,0
5155,,25 - 45,0,3,M,1
5156,,25 - 45,1,3,M,1
